year,quarter,region,age_group,sex,value,unit,source
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2656.68,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1355.94,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1300.74,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2538.40,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1314.50,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1223.90,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2517.39,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1314.44,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1202.94,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2621.53,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1329.03,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1292.50,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2500.12,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1292.74,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1207.37,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2421.74,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1257.13,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1164.61,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2472.58,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1264.46,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1208.12,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2514.65,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1277.91,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1236.75,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2403.03,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1237.01,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1166.03,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2351.52,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1214.26,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1137.25,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2401.74,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1225.07,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1176.67,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2436.77,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1222.97,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1213.80,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2368.29,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1194.68,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1173.61,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2255.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1162.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1092.39,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2257.06,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1147.21,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1109.85,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2270.83,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1157.81,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1113.01,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2229.96,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1131.91,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1098.05,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2162.30,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1106.04,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1056.26,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2144.59,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1105.42,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1039.17,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2199.54,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1113.68,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1085.86,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,รวม,2195.48,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,ชาย,1101.73,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,40-49 ปี,หญิง,1093.74,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2162.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1220.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,942.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2268.10,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1263.10,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1004.90,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2415.00,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1285.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1129.40,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2374.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1269.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1105.00,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2216.56,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1262.22,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,954.34,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2313.50,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1288.19,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1025.31,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2455.00,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1325.96,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1129.04,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2460.64,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1337.40,พันคน,สำนักงานสถิติแห่งชาติ
2556,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1123.24,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2060.60,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1151.50,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,909.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2131.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1177.00,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,954.90,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2242.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1197.40,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1045.10,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2220.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1200.70,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1020.10,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2116.07,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1174.13,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,941.94,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2149.58,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1185.37,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,964.21,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2285.25,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1221.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1064.13,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2256.93,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1215.90,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1041.04,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2144.39,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1181.17,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,963.22,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2135.77,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1174.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,961.14,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2333.76,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1229.63,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1104.13,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2226.02,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1219.55,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1006.47,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2137.31,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1189.35,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,947.96,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2220.89,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1203.21,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1017.67,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2331.22,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1239.51,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1091.71,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2264.52,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1231.16,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1033.37,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2191.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1205.98,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,985.06,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2300.42,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1237.15,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1063.27,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2400.04,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1268.24,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1131.79,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2347.60,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1256.87,พันคน,สำนักงานสถิติแห่งชาติ
2561,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1090.73,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2252.35,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1224.52,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1027.83,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2328.25,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1258.02,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1070.24,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2368.04,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1259.74,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1108.29,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2335.48,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1247.02,พันคน,สำนักงานสถิติแห่งชาติ
2562,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1088.46,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2247.57,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1224.69,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1022.88,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2328.09,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1256.37,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1071.72,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2449.34,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1288.14,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1161.20,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,รวม,2450.53,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,ชาย,1285.71,พันคน,สำนักงานสถิติแห่งชาติ
2563,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,50-59 ปี,หญิง,1164.82,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,รวม,1084.50,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,ชาย,684.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,หญิง,399.80,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,รวม,1158.20,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,ชาย,707.70,พันคน,สำนักงานสถิติแห่งชาติ
2555,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,60 ปีขึ้นไป,หญิง,450.50,พันคน,สำนักงานสถิติแห่งชาติ
