year,quarter,region,area,level_of_edu,value,unit,source
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),100.05,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,0.67,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,7062.98,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,66.75,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2363.87,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2139.75,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1050.96,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),766.62,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),116.06,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),1.30,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),258.28,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),184.08,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),113.38,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อื่นๆ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2557,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,1.76,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6694.69,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,56.64,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,2168.06,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถม ศึกษา,1956.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1017.02,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),750.29,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),108.50,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.35,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),295.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),211.55,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),127.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อื่นๆ,0.89,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,2.12,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6814.41,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,60.08,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2182.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,1982.90,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1021.15,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),810.89,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),108.14,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.20,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),296.97,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),227.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),119.46,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,4.23,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,7142.85,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,81.21,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2379.86,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2058.30,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1115.04,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),793.68,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),113.36,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),2.49,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),278.89,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),205.47,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),111.46,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,3.10,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,7086.65,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,69.63,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2342.42,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2084.43,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1109.17,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),787.53,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),98.31,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),268.94,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),192.35,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),130.70,พันคน,สำนักงานสถิติแห่งชาติ
2558,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,3.16,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6677.80,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,57.00,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,2052.92,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถม ศึกษา,1959.84,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1010.45,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),831.47,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),119.03,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.36,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),292.11,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),215.87,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),136.65,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อื่นๆ,0.16,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,1.94,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6569.09,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,65.35,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2010.92,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,1946.60,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1004.93,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),800.19,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),112.20,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.14,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),304.30,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),197.96,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),124.62,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,1.88,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,7128.79,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,73.65,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2323.40,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2099.39,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1082.54,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),809.75,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),119.90,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),294.42,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),192.16,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),130.98,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,2.61,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6788.13,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,65.96,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2125.25,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,1977.87,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1053.13,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),785.83,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),119.37,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),310.01,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),212.61,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),136.15,พันคน,สำนักงานสถิติแห่งชาติ
2559,ไตรมาสที่ 4,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,1.94,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6502.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,46.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถม ศึกษา,1873.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถม ศึกษา,1979.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1023.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),782.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),142.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),308.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),192.20,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),152.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 1,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,0.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6687.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,54.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2026.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2002.40,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1050.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),816.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),118.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายวิชาการศึกษา),0.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),296.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),193.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),126.60,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 2,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,1.90,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,รวม,6970.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่มีการศึกษา,63.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ต่ำกว่าประถมศึกษา,2180.10,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ประถมศึกษา,2110.80,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนต้น,1073.00,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายสามัญ),803.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,มัธยมศึกษาตอนปลาย (สายอาชีวศึกษา),122.70,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการ),275.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาชีพ),207.30,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,อุดมศึกษา (สายวิชาการศึกษา),134.50,พันคน,สำนักงานสถิติแห่งชาติ
2560,ไตรมาสที่ 3,ภาคตะวันออกเฉียงเหนือ,นอกเขตเทศบาล,ไม่ทราบ,0.20,พันคน,สำนักงานสถิติแห่งชาติ
